Datetime,aep,year_day,holiday,weekend,winter,spring,summer,fall,hour,month,day_of_week
2004-10-04 12:00:00,15621.0,278,0,0,0,0,0,1,12,10,0
2004-10-04 13:00:00,15662.0,278,0,0,0,0,0,1,13,10,0
2004-10-04 14:00:00,15803.0,278,0,0,0,0,0,1,14,10,0
2004-10-04 15:00:00,15747.0,278,0,0,0,0,0,1,15,10,0
2004-10-04 16:00:00,15689.0,278,0,0,0,0,0,1,16,10,0
2004-10-04 17:00:00,15617.0,278,0,0,0,0,0,1,17,10,0
2004-10-04 18:00:00,15441.0,278,0,0,0,0,0,1,18,10,0
2004-10-04 19:00:00,15368.0,278,0,0,0,0,0,1,19,10,0
2004-10-04 20:00:00,15910.0,278,0,0,0,0,0,1,20,10,0
2004-10-04 21:00:00,16133.0,278,0,0,0,0,0,1,21,10,0
2004-10-04 22:00:00,15583.0,278,0,0,0,0,0,1,22,10,0
2004-10-04 23:00:00,14497.0,278,0,0,0,0,0,1,23,10,0
2004-10-05 00:00:00,13405.0,279,0,0,0,0,0,1,0,10,1
2004-10-05 01:00:00,12532.0,279,0,0,0,0,0,1,1,10,1
2004-10-05 02:00:00,12126.0,279,0,0,0,0,0,1,2,10,1
2004-10-05 03:00:00,11926.0,279,0,0,0,0,0,1,3,10,1
2004-10-05 04:00:00,11914.0,279,0,0,0,0,0,1,4,10,1
2004-10-05 05:00:00,12010.0,279,0,0,0,0,0,1,5,10,1
2004-10-05 06:00:00,12770.0,279,0,0,0,0,0,1,6,10,1
2004-10-05 07:00:00,14393.0,279,0,0,0,0,0,1,7,10,1
2004-10-05 08:00:00,15444.0,279,0,0,0,0,0,1,8,10,1
2004-10-05 09:00:00,15547.0,279,0,0,0,0,0,1,9,10,1
2004-10-05 10:00:00,15519.0,279,0,0,0,0,0,1,10,10,1
2004-10-05 11:00:00,15542.0,279,0,0,0,0,0,1,11,10,1
2004-10-05 12:00:00,15480.0,279,0,0,0,0,0,1,12,10,1
2004-10-05 13:00:00,15423.0,279,0,0,0,0,0,1,13,10,1
2004-10-05 14:00:00,15450.0,279,0,0,0,0,0,1,14,10,1
2004-10-05 15:00:00,15259.0,279,0,0,0,0,0,1,15,10,1
2004-10-05 16:00:00,15107.0,279,0,0,0,0,0,1,16,10,1
2004-10-05 17:00:00,15101.0,279,0,0,0,0,0,1,17,10,1
2004-10-05 18:00:00,14984.0,279,0,0,0,0,0,1,18,10,1
2004-10-05 19:00:00,14976.0,279,0,0,0,0,0,1,19,10,1
2004-10-05 20:00:00,15649.0,279,0,0,0,0,0,1,20,10,1
2004-10-05 21:00:00,16007.0,279,0,0,0,0,0,1,21,10,1
2004-10-05 22:00:00,15469.0,279,0,0,0,0,0,1,22,10,1
2004-10-05 23:00:00,14520.0,279,0,0,0,0,0,1,23,10,1
2004-10-06 00:00:00,13541.0,280,0,0,0,0,0,1,0,10,2
2004-10-06 01:00:00,12764.0,280,0,0,0,0,0,1,1,10,2
2004-10-06 02:00:00,12347.0,280,0,0,0,0,0,1,2,10,2
2004-10-06 03:00:00,12192.0,280,0,0,0,0,0,1,3,10,2
2004-10-06 04:00:00,12164.0,280,0,0,0,0,0,1,4,10,2
2004-10-06 05:00:00,12356.0,280,0,0,0,0,0,1,5,10,2
2004-10-06 06:00:00,13160.0,280,0,0,0,0,0,1,6,10,2
2004-10-06 07:00:00,14677.0,280,0,0,0,0,0,1,7,10,2
2004-10-06 08:00:00,15685.0,280,0,0,0,0,0,1,8,10,2
2004-10-06 09:00:00,15616.0,280,0,0,0,0,0,1,9,10,2
2004-10-06 10:00:00,15549.0,280,0,0,0,0,0,1,10,10,2
2004-10-06 11:00:00,15396.0,280,0,0,0,0,0,1,11,10,2
2004-10-06 12:00:00,15271.0,280,0,0,0,0,0,1,12,10,2
2004-10-06 13:00:00,15137.0,280,0,0,0,0,0,1,13,10,2
2004-10-06 14:00:00,15032.0,280,0,0,0,0,0,1,14,10,2
2004-10-06 15:00:00,15114.0,280,0,0,0,0,0,1,15,10,2
2004-10-06 16:00:00,14927.0,280,0,0,0,0,0,1,16,10,2
2004-10-06 17:00:00,14979.0,280,0,0,0,0,0,1,17,10,2
2004-10-06 18:00:00,14864.0,280,0,0,0,0,0,1,18,10,2
2004-10-06 19:00:00,14765.0,280,0,0,0,0,0,1,19,10,2
2004-10-06 20:00:00,15422.0,280,0,0,0,0,0,1,20,10,2
2004-10-06 21:00:00,15706.0,280,0,0,0,0,0,1,21,10,2
2004-10-06 22:00:00,15259.0,280,0,0,0,0,0,1,22,10,2
2004-10-06 23:00:00,14272.0,280,0,0,0,0,0,1,23,10,2
2004-10-07 00:00:00,13249.0,281,0,0,0,0,0,1,0,10,3
2004-10-07 01:00:00,12484.0,281,0,0,0,0,0,1,1,10,3
2004-10-07 02:00:00,12054.0,281,0,0,0,0,0,1,2,10,3
2004-10-07 03:00:00,11745.0,281,0,0,0,0,0,1,3,10,3
2004-10-07 04:00:00,11757.0,281,0,0,0,0,0,1,4,10,3
2004-10-07 05:00:00,12041.0,281,0,0,0,0,0,1,5,10,3
2004-10-07 06:00:00,12823.0,281,0,0,0,0,0,1,6,10,3
2004-10-07 07:00:00,14394.0,281,0,0,0,0,0,1,7,10,3
2004-10-07 08:00:00,15463.0,281,0,0,0,0,0,1,8,10,3
2004-10-07 09:00:00,15488.0,281,0,0,0,0,0,1,9,10,3
2004-10-07 10:00:00,15585.0,281,0,0,0,0,0,1,10,10,3
2004-10-07 11:00:00,15597.0,281,0,0,0,0,0,1,11,10,3
2004-10-07 12:00:00,15515.0,281,0,0,0,0,0,1,12,10,3
2004-10-07 13:00:00,15508.0,281,0,0,0,0,0,1,13,10,3
2004-10-07 14:00:00,15547.0,281,0,0,0,0,0,1,14,10,3
2004-10-07 15:00:00,15522.0,281,0,0,0,0,0,1,15,10,3
2004-10-07 16:00:00,15333.0,281,0,0,0,0,0,1,16,10,3
2004-10-07 17:00:00,15266.0,281,0,0,0,0,0,1,17,10,3
2004-10-07 18:00:00,14972.0,281,0,0,0,0,0,1,18,10,3
2004-10-07 19:00:00,15042.0,281,0,0,0,0,0,1,19,10,3
2004-10-07 20:00:00,15742.0,281,0,0,0,0,0,1,20,10,3
2004-10-07 21:00:00,15893.0,281,0,0,0,0,0,1,21,10,3
2004-10-07 22:00:00,15407.0,281,0,0,0,0,0,1,22,10,3
2004-10-07 23:00:00,14359.0,281,0,0,0,0,0,1,23,10,3
2004-10-08 00:00:00,13271.0,282,0,0,0,0,0,1,0,10,4
2004-10-08 01:00:00,12468.0,282,0,0,0,0,0,1,1,10,4
2004-10-08 02:00:00,12046.0,282,0,0,0,0,0,1,2,10,4
2004-10-08 03:00:00,11749.0,282,0,0,0,0,0,1,3,10,4
2004-10-08 04:00:00,11784.0,282,0,0,0,0,0,1,4,10,4
2004-10-08 05:00:00,11919.0,282,0,0,0,0,0,1,5,10,4
2004-10-08 06:00:00,12610.0,282,0,0,0,0,0,1,6,10,4
2004-10-08 07:00:00,14209.0,282,0,0,0,0,0,1,7,10,4
2004-10-08 08:00:00,15239.0,282,0,0,0,0,0,1,8,10,4
2004-10-08 09:00:00,15297.0,282,0,0,0,0,0,1,9,10,4
2004-10-08 10:00:00,15429.0,282,0,0,0,0,0,1,10,10,4
2004-10-08 11:00:00,15545.0,282,0,0,0,0,0,1,11,10,4
2004-10-08 12:00:00,15586.0,282,0,0,0,0,0,1,12,10,4
2004-10-08 13:00:00,15626.0,282,0,0,0,0,0,1,13,10,4
2004-10-08 14:00:00,15703.0,282,0,0,0,0,0,1,14,10,4
2004-10-08 15:00:00,15651.0,282,0,0,0,0,0,1,15,10,4
2004-10-08 16:00:00,15514.0,282,0,0,0,0,0,1,16,10,4
2004-10-08 17:00:00,15369.0,282,0,0,0,0,0,1,17,10,4
2004-10-08 18:00:00,15116.0,282,0,0,0,0,0,1,18,10,4
2004-10-08 19:00:00,14930.0,282,0,0,0,0,0,1,19,10,4
2004-10-08 20:00:00,15315.0,282,0,0,0,0,0,1,20,10,4
2004-10-08 21:00:00,15270.0,282,0,0,0,0,0,1,21,10,4
2004-10-08 22:00:00,14785.0,282,0,0,0,0,0,1,22,10,4
2004-10-08 23:00:00,13977.0,282,0,0,0,0,0,1,23,10,4
2004-10-09 00:00:00,13103.0,283,0,1,0,0,0,1,0,10,5
2004-10-09 01:00:00,12214.0,283,0,1,0,0,0,1,1,10,5
2004-10-09 02:00:00,11597.0,283,0,1,0,0,0,1,2,10,5
2004-10-09 03:00:00,11273.0,283,0,1,0,0,0,1,3,10,5
2004-10-09 04:00:00,11119.0,283,0,1,0,0,0,1,4,10,5
2004-10-09 05:00:00,11064.0,283,0,1,0,0,0,1,5,10,5
2004-10-09 06:00:00,11356.0,283,0,1,0,0,0,1,6,10,5
2004-10-09 07:00:00,11733.0,283,0,1,0,0,0,1,7,10,5
2004-10-09 08:00:00,12495.0,283,0,1,0,0,0,1,8,10,5
2004-10-09 09:00:00,13063.0,283,0,1,0,0,0,1,9,10,5
2004-10-09 10:00:00,13630.0,283,0,1,0,0,0,1,10,10,5
2004-10-09 11:00:00,13840.0,283,0,1,0,0,0,1,11,10,5
2004-10-09 12:00:00,13905.0,283,0,1,0,0,0,1,12,10,5
2004-10-09 13:00:00,13818.0,283,0,1,0,0,0,1,13,10,5
2004-10-09 14:00:00,13753.0,283,0,1,0,0,0,1,14,10,5
2004-10-09 15:00:00,13579.0,283,0,1,0,0,0,1,15,10,5
2004-10-09 16:00:00,13551.0,283,0,1,0,0,0,1,16,10,5
2004-10-09 17:00:00,13509.0,283,0,1,0,0,0,1,17,10,5
2004-10-09 18:00:00,13498.0,283,0,1,0,0,0,1,18,10,5
2004-10-09 19:00:00,13557.0,283,0,1,0,0,0,1,19,10,5
2004-10-09 20:00:00,14122.0,283,0,1,0,0,0,1,20,10,5
2004-10-09 21:00:00,14094.0,283,0,1,0,0,0,1,21,10,5
2004-10-09 22:00:00,13600.0,283,0,1,0,0,0,1,22,10,5
2004-10-09 23:00:00,12956.0,283,0,1,0,0,0,1,23,10,5
2004-10-10 00:00:00,12096.0,284,0,1,0,0,0,1,0,10,6
2004-10-10 01:00:00,11269.0,284,0,1,0,0,0,1,1,10,6
2004-10-10 02:00:00,10782.0,284,0,1,0,0,0,1,2,10,6
2004-10-10 03:00:00,10580.0,284,0,1,0,0,0,1,3,10,6
2004-10-10 04:00:00,10446.0,284,0,1,0,0,0,1,4,10,6
2004-10-10 05:00:00,10426.0,284,0,1,0,0,0,1,5,10,6
2004-10-10 06:00:00,10468.0,284,0,1,0,0,0,1,6,10,6
2004-10-10 07:00:00,10862.0,284,0,1,0,0,0,1,7,10,6
2004-10-10 08:00:00,11250.0,284,0,1,0,0,0,1,8,10,6
2004-10-10 09:00:00,11823.0,284,0,1,0,0,0,1,9,10,6
2004-10-10 10:00:00,12362.0,284,0,1,0,0,0,1,10,10,6
2004-10-10 11:00:00,12682.0,284,0,1,0,0,0,1,11,10,6
2004-10-10 12:00:00,12825.0,284,0,1,0,0,0,1,12,10,6
2004-10-10 13:00:00,12931.0,284,0,1,0,0,0,1,13,10,6
2004-10-10 14:00:00,13015.0,284,0,1,0,0,0,1,14,10,6
2004-10-10 15:00:00,12967.0,284,0,1,0,0,0,1,15,10,6
2004-10-10 16:00:00,12954.0,284,0,1,0,0,0,1,16,10,6
2004-10-10 17:00:00,13031.0,284,0,1,0,0,0,1,17,10,6
2004-10-10 18:00:00,13136.0,284,0,1,0,0,0,1,18,10,6
2004-10-10 19:00:00,13247.0,284,0,1,0,0,0,1,19,10,6
2004-10-10 20:00:00,14066.0,284,0,1,0,0,0,1,20,10,6
2004-10-10 21:00:00,14162.0,284,0,1,0,0,0,1,21,10,6
2004-10-10 22:00:00,13770.0,284,0,1,0,0,0,1,22,10,6
2004-10-10 23:00:00,13099.0,284,0,1,0,0,0,1,23,10,6
2004-10-11 00:00:00,12346.0,285,1,0,0,0,0,1,0,10,0
2004-10-11 01:00:00,11907.0,285,1,0,0,0,0,1,1,10,0
2004-10-11 02:00:00,11614.0,285,1,0,0,0,0,1,2,10,0
2004-10-11 03:00:00,11581.0,285,1,0,0,0,0,1,3,10,0
2004-10-11 04:00:00,11514.0,285,1,0,0,0,0,1,4,10,0
2004-10-11 05:00:00,11761.0,285,1,0,0,0,0,1,5,10,0
2004-10-11 06:00:00,12558.0,285,1,0,0,0,0,1,6,10,0
2004-10-11 07:00:00,14103.0,285,1,0,0,0,0,1,7,10,0
2004-10-11 08:00:00,15277.0,285,1,0,0,0,0,1,8,10,0
2004-10-11 09:00:00,15421.0,285,1,0,0,0,0,1,9,10,0
2004-10-11 10:00:00,15501.0,285,1,0,0,0,0,1,10,10,0
2004-10-11 11:00:00,15609.0,285,1,0,0,0,0,1,11,10,0
2004-10-11 12:00:00,15554.0,285,1,0,0,0,0,1,12,10,0
2004-10-11 13:00:00,15366.0,285,1,0,0,0,0,1,13,10,0
2004-10-11 14:00:00,15365.0,285,1,0,0,0,0,1,14,10,0
2004-10-11 15:00:00,15370.0,285,1,0,0,0,0,1,15,10,0
2004-10-11 16:00:00,15217.0,285,1,0,0,0,0,1,16,10,0
2004-10-11 17:00:00,15133.0,285,1,0,0,0,0,1,17,10,0
2004-10-11 18:00:00,15059.0,285,1,0,0,0,0,1,18,10,0
2004-10-11 19:00:00,15128.0,285,1,0,0,0,0,1,19,10,0
2004-10-11 20:00:00,15995.0,285,1,0,0,0,0,1,20,10,0
2004-10-11 21:00:00,15981.0,285,1,0,0,0,0,1,21,10,0
2004-10-11 22:00:00,15417.0,285,1,0,0,0,0,1,22,10,0
2004-10-11 23:00:00,14417.0,285,1,0,0,0,0,1,23,10,0
2004-10-12 00:00:00,13402.0,286,0,0,0,0,0,1,0,10,1
2004-10-12 01:00:00,12618.0,286,0,0,0,0,0,1,1,10,1
2004-10-12 02:00:00,12277.0,286,0,0,0,0,0,1,2,10,1
2004-10-12 03:00:00,12051.0,286,0,0,0,0,0,1,3,10,1
2004-10-12 04:00:00,12052.0,286,0,0,0,0,0,1,4,10,1
2004-10-12 05:00:00,12239.0,286,0,0,0,0,0,1,5,10,1
2004-10-12 06:00:00,13072.0,286,0,0,0,0,0,1,6,10,1
2004-10-12 07:00:00,14685.0,286,0,0,0,0,0,1,7,10,1
2004-10-12 08:00:00,15784.0,286,0,0,0,0,0,1,8,10,1
2004-10-12 09:00:00,15851.0,286,0,0,0,0,0,1,9,10,1
2004-10-12 10:00:00,15846.0,286,0,0,0,0,0,1,10,10,1
2004-10-12 11:00:00,15730.0,286,0,0,0,0,0,1,11,10,1
2004-10-12 12:00:00,15551.0,286,0,0,0,0,0,1,12,10,1
2004-10-12 13:00:00,15484.0,286,0,0,0,0,0,1,13,10,1
2004-10-12 14:00:00,15481.0,286,0,0,0,0,0,1,14,10,1
2004-10-12 15:00:00,15381.0,286,0,0,0,0,0,1,15,10,1
2004-10-12 16:00:00,15343.0,286,0,0,0,0,0,1,16,10,1
2004-10-12 17:00:00,15231.0,286,0,0,0,0,0,1,17,10,1
2004-10-12 18:00:00,15119.0,286,0,0,0,0,0,1,18,10,1
2004-10-12 19:00:00,15333.0,286,0,0,0,0,0,1,19,10,1
2004-10-12 20:00:00,16068.0,286,0,0,0,0,0,1,20,10,1
2004-10-12 21:00:00,16067.0,286,0,0,0,0,0,1,21,10,1
2004-10-12 22:00:00,15528.0,286,0,0,0,0,0,1,22,10,1
2004-10-12 23:00:00,14565.0,286,0,0,0,0,0,1,23,10,1
2004-10-13 00:00:00,13465.0,287,0,0,0,0,0,1,0,10,2
2004-10-13 01:00:00,12704.0,287,0,0,0,0,0,1,1,10,2
2004-10-13 02:00:00,12261.0,287,0,0,0,0,0,1,2,10,2
2004-10-13 03:00:00,11970.0,287,0,0,0,0,0,1,3,10,2
2004-10-13 04:00:00,11862.0,287,0,0,0,0,0,1,4,10,2
2004-10-13 05:00:00,11918.0,287,0,0,0,0,0,1,5,10,2
2004-10-13 06:00:00,12561.0,287,0,0,0,0,0,1,6,10,2
2004-10-13 07:00:00,14084.0,287,0,0,0,0,0,1,7,10,2
2004-10-13 08:00:00,15137.0,287,0,0,0,0,0,1,8,10,2
2004-10-13 09:00:00,15177.0,287,0,0,0,0,0,1,9,10,2
2004-10-13 10:00:00,15211.0,287,0,0,0,0,0,1,10,10,2
2004-10-13 11:00:00,15410.0,287,0,0,0,0,0,1,11,10,2
2004-10-13 12:00:00,15457.0,287,0,0,0,0,0,1,12,10,2
2004-10-13 13:00:00,15387.0,287,0,0,0,0,0,1,13,10,2
2004-10-13 14:00:00,15540.0,287,0,0,0,0,0,1,14,10,2
2004-10-13 15:00:00,15362.0,287,0,0,0,0,0,1,15,10,2
2004-10-13 16:00:00,15248.0,287,0,0,0,0,0,1,16,10,2
2004-10-13 17:00:00,15267.0,287,0,0,0,0,0,1,17,10,2
2004-10-13 18:00:00,15342.0,287,0,0,0,0,0,1,18,10,2
2004-10-13 19:00:00,15570.0,287,0,0,0,0,0,1,19,10,2
2004-10-13 20:00:00,16136.0,287,0,0,0,0,0,1,20,10,2
2004-10-13 21:00:00,15973.0,287,0,0,0,0,0,1,21,10,2
2004-10-13 22:00:00,15457.0,287,0,0,0,0,0,1,22,10,2
2004-10-13 23:00:00,14407.0,287,0,0,0,0,0,1,23,10,2
2004-10-14 00:00:00,13502.0,288,0,0,0,0,0,1,0,10,3
2004-10-14 01:00:00,12685.0,288,0,0,0,0,0,1,1,10,3
2004-10-14 02:00:00,12203.0,288,0,0,0,0,0,1,2,10,3
2004-10-14 03:00:00,11849.0,288,0,0,0,0,0,1,3,10,3
2004-10-14 04:00:00,11744.0,288,0,0,0,0,0,1,4,10,3
2004-10-14 05:00:00,11976.0,288,0,0,0,0,0,1,5,10,3
2004-10-14 06:00:00,12570.0,288,0,0,0,0,0,1,6,10,3
2004-10-14 07:00:00,14110.0,288,0,0,0,0,0,1,7,10,3
2004-10-14 08:00:00,15291.0,288,0,0,0,0,0,1,8,10,3
2004-10-14 09:00:00,15455.0,288,0,0,0,0,0,1,9,10,3
2004-10-14 10:00:00,15558.0,288,0,0,0,0,0,1,10,10,3
2004-10-14 11:00:00,15572.0,288,0,0,0,0,0,1,11,10,3
2004-10-14 12:00:00,15603.0,288,0,0,0,0,0,1,12,10,3
2004-10-14 13:00:00,15540.0,288,0,0,0,0,0,1,13,10,3
2004-10-14 14:00:00,15562.0,288,0,0,0,0,0,1,14,10,3
2004-10-14 15:00:00,15373.0,288,0,0,0,0,0,1,15,10,3
2004-10-14 16:00:00,15215.0,288,0,0,0,0,0,1,16,10,3
2004-10-14 17:00:00,15147.0,288,0,0,0,0,0,1,17,10,3
2004-10-14 18:00:00,15180.0,288,0,0,0,0,0,1,18,10,3
2004-10-14 19:00:00,15404.0,288,0,0,0,0,0,1,19,10,3
2004-10-14 20:00:00,16129.0,288,0,0,0,0,0,1,20,10,3
2004-10-14 21:00:00,15940.0,288,0,0,0,0,0,1,21,10,3
2004-10-14 22:00:00,15464.0,288,0,0,0,0,0,1,22,10,3
2004-10-14 23:00:00,14544.0,288,0,0,0,0,0,1,23,10,3
2004-10-15 00:00:00,13564.0,289,0,0,0,0,0,1,0,10,4
2004-10-15 01:00:00,12766.0,289,0,0,0,0,0,1,1,10,4
2004-10-15 02:00:00,12159.0,289,0,0,0,0,0,1,2,10,4
2004-10-15 03:00:00,11972.0,289,0,0,0,0,0,1,3,10,4
2004-10-15 04:00:00,11867.0,289,0,0,0,0,0,1,4,10,4
2004-10-15 05:00:00,12021.0,289,0,0,0,0,0,1,5,10,4
2004-10-15 06:00:00,12688.0,289,0,0,0,0,0,1,6,10,4
2004-10-15 07:00:00,14072.0,289,0,0,0,0,0,1,7,10,4
2004-10-15 08:00:00,15169.0,289,0,0,0,0,0,1,8,10,4
2004-10-15 09:00:00,15411.0,289,0,0,0,0,0,1,9,10,4
2004-10-15 10:00:00,15584.0,289,0,0,0,0,0,1,10,10,4
2004-10-15 11:00:00,15750.0,289,0,0,0,0,0,1,11,10,4
2004-10-15 12:00:00,15810.0,289,0,0,0,0,0,1,12,10,4
2004-10-15 13:00:00,15804.0,289,0,0,0,0,0,1,13,10,4
2004-10-15 14:00:00,15718.0,289,0,0,0,0,0,1,14,10,4
2004-10-15 15:00:00,15617.0,289,0,0,0,0,0,1,15,10,4
2004-10-15 16:00:00,15424.0,289,0,0,0,0,0,1,16,10,4
2004-10-15 17:00:00,15337.0,289,0,0,0,0,0,1,17,10,4
2004-10-15 18:00:00,15455.0,289,0,0,0,0,0,1,18,10,4
2004-10-15 19:00:00,15590.0,289,0,0,0,0,0,1,19,10,4
2004-10-15 20:00:00,15848.0,289,0,0,0,0,0,1,20,10,4
2004-10-15 21:00:00,15555.0,289,0,0,0,0,0,1,21,10,4
2004-10-15 22:00:00,15162.0,289,0,0,0,0,0,1,22,10,4
2004-10-15 23:00:00,14538.0,289,0,0,0,0,0,1,23,10,4
2004-10-16 00:00:00,13574.0,290,0,1,0,0,0,1,0,10,5
2004-10-16 01:00:00,12779.0,290,0,1,0,0,0,1,1,10,5
2004-10-16 02:00:00,12271.0,290,0,1,0,0,0,1,2,10,5
2004-10-16 03:00:00,12016.0,290,0,1,0,0,0,1,3,10,5
2004-10-16 04:00:00,11890.0,290,0,1,0,0,0,1,4,10,5
2004-10-16 05:00:00,11895.0,290,0,1,0,0,0,1,5,10,5
2004-10-16 06:00:00,12127.0,290,0,1,0,0,0,1,6,10,5
